"Duration","Start Time","Profile Name","Country","Bookmark","Latest Bookmark","Supplemental Video Type","Attributes","Device Type","Title"
"00:23:33","2021-01-14 03:33:03","Jose","CR (Costa Rica)","00:58:28","00:58:28","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 2: Matrimonium (Episode 7)"
"00:00:02","2021-01-14 03:32:50","Jose","CR (Costa Rica)","00:00:42","Not latest view","","","Samsung 2018 Kant-M2 UHD TV Smart TV","Bridgerton: Season 1: Diamond of the First Water (Episode 1)"
"00:00:41","2021-01-14 03:31:48","Jose","CR (Costa Rica)","00:00:41","Not latest view","","","Samsung 2018 Kant-M2 UHD TV Smart TV","Bridgerton: Season 1: Diamond of the First Water (Episode 1)"
"02:00:42","2021-01-14 02:48:44","Eri","CR (Costa Rica)","02:00:42","02:00:42","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","The Guernsey Literary and Potato Peel Pie Society"
"00:25:49","2021-01-14 01:53:45","Jose","CR (Costa Rica)","00:35:19","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 2: Matrimonium (Episode 7)"
"00:08:38","2021-01-14 01:42:11","Eri","CR (Costa Rica)","00:08:43","00:08:43","","","Apple iPhone 11 Pro","History of Swear Words: Season 1: Sh*t (Episode 2)"
"00:20:25","2021-01-14 01:21:44","Eri","CR (Costa Rica)","00:20:16","00:20:16","","","Apple iPhone 11 Pro","History of Swear Words: Season 1: F**k (Episode 1)"
"00:00:15","2021-01-13 05:25:19","Jose","CR (Costa Rica)","00:00:15","Not latest view","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: Valentine's Day 4: Twisted Sister (Episode 14)"
"00:21:36","2021-01-13 05:03:41","Jose","CR (Costa Rica)","00:21:36","00:21:36","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: Rash Decisions (Episode 13)"
"00:21:43","2021-01-13 04:41:52","Jose","CR (Costa Rica)","00:21:43","00:21:43","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: The Big Guns (Episode 12)"
"01:54:46","2021-01-13 04:34:49","Carlos","CR (Costa Rica)","01:54:46","01:54:46","","","Samsung 2018 Kant-M2 UHD TV Smart TV","La habitación"
"00:01:25","2021-01-13 02:04:45","Eri","CR (Costa Rica)","00:13:41","00:13:41","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 272 (Episode 272)"
"00:12:40","2021-01-13 01:51:28","Eri","CR (Costa Rica)","00:19:57","00:19:57","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 271 (Episode 271)"
"00:03:43","2021-01-13 01:47:05","Eri","CR (Costa Rica)","00:24:32","00:24:32","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 270 (Episode 270)"
"00:00:28","2021-01-13 01:46:02","Eri","CR (Costa Rica)","00:22:37","00:22:37","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 269 (Episode 269)"
"00:00:50","2021-01-13 01:44:30","Eri","CR (Costa Rica)","00:22:41","00:22:41","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 268 (Episode 268)"
"00:03:40","2021-01-13 01:39:46","Eri","CR (Costa Rica)","00:21:05","00:21:05","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 267 (Episode 267)"
"00:03:22","2021-01-13 01:35:27","Eri","CR (Costa Rica)","00:21:27","00:21:27","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 266 (Episode 266)"
"00:08:25","2021-01-13 01:26:27","Eri","CR (Costa Rica)","00:20:53","00:20:53","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 265 (Episode 265)"
"00:00:14","2021-01-13 01:24:24","Eri","CR (Costa Rica)","00:21:08","00:21:08","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 264 (Episode 264)"
"00:02:15","2021-01-13 01:21:06","Eri","CR (Costa Rica)","00:20:01","00:20:01","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 263 (Episode 263)"
"00:00:11","2021-01-13 01:19:49","Eri","CR (Costa Rica)","00:23:08","00:23:08","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 262 (Episode 262)"
"00:00:33","2021-01-13 01:18:43","Eri","CR (Costa Rica)","00:24:16","00:24:16","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 261 (Episode 261)"
"00:00:34","2021-01-13 01:17:26","Eri","CR (Costa Rica)","00:20:04","00:20:04","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 260 (Episode 260)"
"00:00:08","2021-01-13 01:16:17","Eri","CR (Costa Rica)","00:21:25","00:21:25","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 259 (Episode 259)"
"00:00:10","2021-01-13 01:15:11","Eri","CR (Costa Rica)","00:22:06","00:22:06","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 258 (Episode 258)"
"00:12:39","2021-01-13 01:00:18","Eri","CR (Costa Rica)","00:22:48","00:22:48","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 257 (Episode 257)"
"00:00:08","2021-01-13 00:59:12","Eri","CR (Costa Rica)","00:22:34","00:22:34","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 256 (Episode 256)"
"00:00:11","2021-01-13 00:58:05","Eri","CR (Costa Rica)","00:24:48","00:24:48","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 255 (Episode 255)"
"00:00:50","2021-01-13 00:56:51","Eri","CR (Costa Rica)","00:20:57","00:20:57","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 254 (Episode 254)"
"00:03:05","2021-01-13 00:52:30","Eri","CR (Costa Rica)","00:22:23","00:22:23","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 253 (Episode 253)"
"00:00:18","2021-01-13 00:51:21","Eri","CR (Costa Rica)","00:22:59","00:22:59","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 252 (Episode 252)"
"00:00:07","2021-01-13 00:50:05","Eri","CR (Costa Rica)","00:22:52","00:22:52","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 251 (Episode 251)"
"00:05:04","2021-01-13 00:44:09","Eri","CR (Costa Rica)","00:21:20","00:21:20","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 250 (Episode 250)"
"00:00:07","2021-01-13 00:43:06","Eri","CR (Costa Rica)","00:21:11","00:21:11","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 249 (Episode 249)"
"00:07:03","2021-01-13 00:35:08","Eri","CR (Costa Rica)","00:23:09","00:23:09","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 248 (Episode 248)"
"00:00:07","2021-01-13 00:34:05","Eri","CR (Costa Rica)","00:23:33","00:23:33","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 247 (Episode 247)"
"00:00:55","2021-01-13 00:32:11","Eri","CR (Costa Rica)","00:22:50","00:22:50","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 246 (Episode 246)"
"00:00:54","2021-01-13 00:30:07","Eri","CR (Costa Rica)","00:20:00","00:20:00","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 245 (Episode 245)"
"00:03:30","2021-01-13 00:15:02","Eri","CR (Costa Rica)","00:21:26","00:21:26","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 244 (Episode 244)"
"00:03:24","2021-01-13 00:10:22","Eri","CR (Costa Rica)","00:20:48","00:20:48","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 243 (Episode 243)"
"00:00:08","2021-01-13 00:08:53","Eri","CR (Costa Rica)","00:22:22","00:22:22","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 242 (Episode 242)"
"00:00:12","2021-01-13 00:07:54","Eri","CR (Costa Rica)","00:21:34","00:21:34","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 241 (Episode 241)"
"00:00:22","2021-01-13 00:06:37","Eri","CR (Costa Rica)","00:21:58","00:21:58","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 240 (Episode 240)"
"00:04:26","2021-01-13 00:00:35","Eri","CR (Costa Rica)","00:21:07","00:21:07","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 239 (Episode 239)"
"00:04:22","2021-01-12 23:54:45","Eri","CR (Costa Rica)","00:20:12","00:20:12","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 238 (Episode 238)"
"00:16:16","2021-01-12 23:37:28","Eri","CR (Costa Rica)","00:21:48","00:21:48","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 237 (Episode 237)"
"00:13:20","2021-01-12 23:23:06","Eri","CR (Costa Rica)","00:20:58","00:20:58","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 236 (Episode 236)"
"00:06:37","2021-01-12 23:16:11","Eri","CR (Costa Rica)","00:20:10","00:20:10","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 235 (Episode 235)"
"00:09:09","2021-01-12 20:30:56","Jose","CR (Costa Rica)","00:10:13","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 2: Matrimonium (Episode 7)"
"00:19:14","2021-01-12 20:07:10","Jose","CR (Costa Rica)","00:59:44","00:59:44","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 2: Vergangenheit (Episode 6)"
"00:20:45","2021-01-12 16:08:03","Jose","CR (Costa Rica)","00:20:45","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Cobra Kai: Season 3: The Right Path (Episode 4)"
"00:45:45","2021-01-12 04:12:36","Eri","CR (Costa Rica)","00:45:45","00:45:45","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","We Can Be Heroes"
"00:34:42","2021-01-12 03:32:59","Eri","CR (Costa Rica)","01:09:21","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","Bridgerton: Season 1: After the Rain (Episode 8)"
"00:34:48","2021-01-12 00:59:54","Eri","CR (Costa Rica)","00:34:39","Not latest view","","","Apple iPhone 11 Pro","Bridgerton: Season 1: After the Rain (Episode 8)"
"00:57:22","2021-01-11 04:53:31","Eri","CR (Costa Rica)","00:57:38","Not latest view","","","Samsung 2015 NT14M DTV Smart TV","Bridgerton: Season 1: Oceans Apart (Episode 7)"
"00:18:47","2021-01-11 04:24:05","Jose","CR (Costa Rica)","00:21:48","00:21:48","","","Apple TV 4K","Modern Family: Season 6: The Day We Almost Died (Episode 11)"
"00:53:44","2021-01-11 03:56:05","Eri","CR (Costa Rica)","00:54:02","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","Bridgerton: Season 1: Swish (Episode 6)"
"00:21:04","2021-01-11 03:30:27","Eri","CR (Costa Rica)","00:58:02","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","Bridgerton: Season 1: The Duke and I (Episode 5)"
"00:36:42","2021-01-11 02:53:07","Eri","CR (Costa Rica)","00:36:59","Not latest view","","","Samsung 2015 NT14M DTV Smart TV","Bridgerton: Season 1: The Duke and I (Episode 5)"
"00:46:47","2021-01-11 02:05:56","Eri","CR (Costa Rica)","00:57:54","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","Bridgerton: Season 1: An Affair of Honor (Episode 4)"
"00:12:59","2021-01-11 01:52:47","Eri","CR (Costa Rica)","00:13:18","Not latest view","","","Netflix Chrome MAC (Cadmium) HTML 5","Bridgerton: Season 1: An Affair of Honor (Episode 4)"
"00:53:38","2021-01-11 00:39:52","Eri","CR (Costa Rica)","00:53:48","00:53:48","","","Netflix Chrome MAC (Cadmium) HTML 5","Bridgerton: Season 1: Art of the Swoon (Episode 3)"
"01:45:30","2021-01-10 23:37:06","Eri","CR (Costa Rica)","01:47:46","01:47:46","","","Samsung 2014 Novatek UHD TV","Mamma Mia! Here We Go Again"
"00:58:02","2021-01-10 23:35:27","Eri","CR (Costa Rica)","00:58:20","Not latest view","","","Netflix Chrome MAC (Cadmium) HTML 5","Bridgerton: Season 1: Shock and Delight (Episode 2)"
"00:02:16","2021-01-10 23:27:41","Eri","CR (Costa Rica)","00:02:17","Not latest view","","","Samsung 2014 Novatek UHD TV","Mamma Mia! Here We Go Again"
"00:38:52","2021-01-10 22:54:54","Eri","CR (Costa Rica)","00:54:33","Not latest view","","","Netflix Chrome MAC (Cadmium) HTML 5","Bridgerton: Season 1: Diamond of the First Water (Episode 1)"
"00:07:32","2021-01-10 22:44:43","Eri","CR (Costa Rica)","00:15:41","Not latest view","","","Apple iPhone 11 Pro","Bridgerton: Season 1: Diamond of the First Water (Episode 1)"
"00:07:32","2021-01-10 22:36:52","Eri","CR (Costa Rica)","00:24:36","00:24:36","","","Apple iPhone 11 Pro","Mr. Iglesias: Part 3: Good Things (Episode 2)"
"00:53:33","2021-01-10 06:05:10","Eri","CR (Costa Rica)","00:53:33","00:53:33","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","Spider-Man: Homecoming"
"00:00:04","2021-01-10 06:04:09","Eri","CR (Costa Rica)","00:00:04","00:00:04","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","Madagascar 3: Europe's Most Wanted"
"00:01:22","2021-01-10 05:56:32","Eri","CR (Costa Rica)","00:01:22","00:01:22","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","Our Planet:  1: One Planet (Episode 1)"
"02:05:43","2021-01-10 03:39:00","Eri","CR (Costa Rica)","02:05:43","02:05:43","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","The Prom"
"00:18:40","2021-01-10 03:12:13","Eri","CR (Costa Rica)","00:18:40","00:18:40","","","Samsung 2015 NT14M DTV Smart TV","Headspace Guide to Meditation: Season 1: How to Get Started (Episode 1)"
"00:00:03","2021-01-10 03:07:53","Eri","CR (Costa Rica)","00:00:03","Not latest view","","Autoplayed: user action: None; ","Samsung 2015 NT14M DTV Smart TV","Headspace Guide to Meditation: Season 1: How to Get Started (Episode 1)"
"00:00:06","2021-01-10 03:06:13","Eri","CR (Costa Rica)","00:00:06","Not latest view","","","Samsung 2015 NT14M DTV Smart TV","Lupin: Part 1: Chapter 1 (Episode 1)"
"00:08:08","2021-01-09 18:54:04","Eri","CR (Costa Rica)","00:08:08","Not latest view","","","Samsung 2015 NT14M DTV Smart TV","Bridgerton: Season 1: Diamond of the First Water (Episode 1)"
"01:06:50","2021-01-09 17:44:37","Eri","CR (Costa Rica)","01:06:56","01:06:56","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","The Queen's Gambit: Limited Series: End Game (Episode 7)"
"00:58:37","2021-01-09 16:42:30","Eri","CR (Costa Rica)","00:57:26","00:57:26","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","The Queen's Gambit: Limited Series: Adjournment (Episode 6)"
"00:00:14","2021-01-09 15:48:24","Eri","CR (Costa Rica)","00:00:20","Not latest view","","Autoplayed: user action: None; ","Samsung 2015 NT14M DTV Smart TV","The Queen's Gambit: Limited Series: Adjournment (Episode 6)"
"00:45:29","2021-01-09 15:00:15","Eri","CR (Costa Rica)","00:45:35","00:45:35","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","The Queen's Gambit: Limited Series: Fork (Episode 5)"
"00:32:51","2021-01-09 14:24:53","Eri","CR (Costa Rica)","00:45:58","00:45:58","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","The Queen's Gambit: Limited Series: Middle Game (Episode 4)"
"00:17:53","2021-01-09 04:51:13","Eri","CR (Costa Rica)","00:17:53","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","The Queen's Gambit: Limited Series: Middle Game (Episode 4)"
"00:30:11","2021-01-08 03:16:51","Jose","CR (Costa Rica)","00:30:16","00:30:16","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Cobra Kai: Season 3: Now You’re Gonna Pay (Episode 3)"
"00:08:06","2021-01-08 03:08:41","Jose","CR (Costa Rica)","00:35:38","00:35:38","","","Samsung 2018 Kant-M2 UHD TV Smart TV","Cobra Kai: Season 3: Nature Vs. Nurture (Episode 2)"
"00:13:42","2021-01-08 02:27:46","Jose","CR (Costa Rica)","00:27:35","Not latest view","","","Apple TV 4K","Cobra Kai: Season 3: Nature Vs. Nurture (Episode 2)"
"00:13:52","2021-01-08 02:08:21","Jose","CR (Costa Rica)","00:13:53","Not latest view","","","Apple TV 4K","Cobra Kai: Season 3: Nature Vs. Nurture (Episode 2)"
"00:00:06","2021-01-08 01:27:03","Jose","CR (Costa Rica)","00:00:11","Not latest view","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Cobra Kai: Season 3: Nature Vs. Nurture (Episode 2)"
"00:29:02","2021-01-08 00:12:51","Jose","CR (Costa Rica)","00:29:02","00:29:02","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Cobra Kai: Season 3: Aftermath (Episode 1)"
"00:08:14","2021-01-07 22:50:16","Eri","CR (Costa Rica)","00:13:33","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 235 (Episode 235)"
"00:35:40","2021-01-07 18:10:56","Jose","CR (Costa Rica)","00:41:32","Not latest view","","","Apple TV 4K","The Crown: Season 2: Vergangenheit (Episode 6)"
"00:06:01","2021-01-07 18:04:46","Jose","CR (Costa Rica)","00:06:02","Not latest view","","","Apple TV 4K","The Crown: Season 2: Vergangenheit (Episode 6)"
"00:00:08","2021-01-07 04:29:58","Jose","CR (Costa Rica)","00:00:18","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 2: Vergangenheit (Episode 6)"
"00:55:18","2021-01-07 03:33:31","Jose","CR (Costa Rica)","00:59:10","00:59:10","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 2: Marionettes (Episode 5)"
"00:04:19","2021-01-07 02:20:53","Jose","CR (Costa Rica)","00:04:19","Not latest view","","","Apple TV 4K","The Crown: Season 2: Marionettes (Episode 5)"
"00:07:37","2021-01-06 03:24:03","Jose","CR (Costa Rica)","00:07:38","00:07:38","","","Apple TV 4K","Best Leftovers Ever!: Season 1: The Holidays! (Episode 3)"
"00:00:01","2021-01-06 03:23:57","Jose","CR (Costa Rica)","00:00:02","00:00:02","","","Apple TV 4K","Best Leftovers Ever!: Season 1: Game Day Gourmet (Episode 2)"
"00:17:13","2021-01-06 02:27:49","Eri","CR (Costa Rica)","00:20:25","00:20:25","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 234 (Episode 234)"
"00:00:42","2021-01-05 23:39:00","Jose","CR (Costa Rica)","00:00:50","Not latest view","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 2: Marionettes (Episode 5)"
"00:10:01","2021-01-05 23:12:43","Jose","CR (Costa Rica)","00:58:54","00:58:54","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 2: Beryl (Episode 4)"
"00:20:16","2021-01-05 03:49:20","Gonzalo","CR (Costa Rica)","00:20:16","00:20:16","","","Samsung 2014 Novatek UHD TV","¿...Y dónde están las rubias?"
"00:22:02","2021-01-05 03:26:41","Gonzalo","CR (Costa Rica)","00:22:02","00:22:02","","","Samsung 2014 Novatek UHD TV","Peaky Blinders: Temporada 1: Episodio 1 (episodio 1)"
"00:09:34","2021-01-05 02:23:07","Jose","CR (Costa Rica)","00:33:35","Not latest view","","","Apple TV 4K","The Crown: Season 2: Beryl (Episode 4)"
"00:05:15","2021-01-05 00:27:22","Jose","CR (Costa Rica)","00:24:01","Not latest view","","","Apple TV 4K","The Crown: Season 2: Beryl (Episode 4)"
"00:12:58","2021-01-04 05:09:14","Carlos","CR (Costa Rica)","00:12:58","00:12:58","","","Netflix Chrome MAC (Cadmium) HTML 5","El dictador"
"00:43:29","2021-01-04 04:01:34","Eri","CR (Costa Rica)","00:43:35","00:43:35","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","The Queen's Gambit: Limited Series: Doubled Pawns (Episode 3)"
"00:23:15","2021-01-04 03:35:02","Eri","CR (Costa Rica)","01:02:28","01:02:28","","","Samsung 2015 NT14M DTV Smart TV","The Queen's Gambit: Limited Series: Exchanges (Episode 2)"
"00:00:04","2021-01-04 03:34:45","Eri","CR (Costa Rica)","00:00:04","00:00:04","","Autoplayed: user action: None; ","Samsung 2015 NT14M DTV Smart TV","The Queen's Gambit: Limited Series: Openings (Episode 1)"
"00:01:21","2021-01-04 03:31:26","Eri","CR (Costa Rica)","00:02:04","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 234 (Episode 234)"
"00:07:22","2021-01-04 03:19:33","Eri","CR (Costa Rica)","00:19:27","00:19:27","","","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 233 (Episode 233)"
"00:01:37","2021-01-04 03:17:14","Eri","CR (Costa Rica)","00:01:40","00:01:40","","Autoplayed: user action: None; ","Samsung 2015 NT14M DTV Smart TV","Yo soy Betty, la fea: Season 1: Episode 1 (Episode 1)"
"00:00:07","2021-01-04 03:06:06","Eri","CR (Costa Rica)","00:00:07","Not latest view","","Autoplayed: user action: None; ","Samsung 2015 NT14M DTV Smart TV","Headspace Guide to Meditation: Season 1: How to Get Started (Episode 1)"
"00:16:18","2021-01-04 01:55:05","Gonzalo","CR (Costa Rica)","00:16:18","00:16:18","","","Samsung 2014 Novatek UHD TV","Modern Family: Temporada 8: Tiempo a solas (episodio 21)"
"00:25:47","2021-01-02 05:09:40","Eri","US (United States)","00:25:47","00:25:47","","","Netflix Chrome MAC (Cadmium) HTML 5","Always Be My Maybe"
"00:04:01","2021-01-02 05:02:14","Eri","US (United States)","00:42:21","00:42:21","","","Apple iPhone 11 Pro","The Crown: Season 1: Windsor (Episode 3)"
"00:03:18","2021-01-02 04:47:26","Eri","US (United States)","00:38:24","Not latest view","","","Netflix Chrome MAC (Cadmium) HTML 5","The Crown: Season 1: Windsor (Episode 3)"
"00:00:02","2021-01-02 04:46:54","Eri","US (United States)","00:00:02","Not latest view","","","Netflix Chrome MAC (Cadmium) HTML 5","We Can Be Heroes"
"01:08:20","2020-12-31 05:45:52","Eri","CR (Costa Rica)","01:10:50","01:10:50","","","Samsung 2015 NT14M DTV Smart TV","Death to 2020"
"00:02:30","2020-12-31 05:30:27","Eri","US (United States)","00:02:30","Not latest view","","","Netflix Chrome MAC (Cadmium) HTML 5","Death to 2020"
"00:36:26","2020-12-27 02:48:57","Eri","CR (Costa Rica)","00:41:09","Not latest view","","","iPad Pro 10.5 (Wi-Fi/LTE)","The Queen's Gambit: Limited Series: Exchanges (Episode 2)"
"00:56:34","2020-12-27 01:50:51","Eri","CR (Costa Rica)","00:56:34","Not latest view","","","iPad Pro 10.5 (Wi-Fi/LTE)","The Queen's Gambit: Limited Series: Openings (Episode 1)"
"00:03:11","2020-12-26 14:30:53","Eri","US (United States)","00:17:04","Not latest view","","","iPad Pro 10.5 (Wi-Fi/LTE)","Mr. Iglesias: Part 3: Good Things (Episode 2)"
"00:34:21","2020-12-26 13:23:04","Eri","US (United States)","00:35:06","Not latest view","","","Apple iPhone 11 Pro","The Crown: Season 1: Windsor (Episode 3)"
"00:24:03","2020-12-26 12:55:36","Eri","US (United States)","00:59:36","Not latest view","","","Apple iPhone 11 Pro","The Crown: Season 1: Hyde Park Corner (Episode 2)"
"00:01:13","2020-12-26 01:07:46","Eri","US (United States)","00:35:53","Not latest view","","","Apple iPhone 11 Pro","The Crown: Season 1: Hyde Park Corner (Episode 2)"
"00:33:24","2020-12-25 23:39:52","Eri","US (United States)","00:34:39","Not latest view","","","Apple iPhone 11 Pro","The Crown: Season 1: Hyde Park Corner (Episode 2)"
"00:20:59","2020-12-25 23:10:07","Eri","US (United States)","00:55:30","Not latest view","","","Apple iPhone 11 Pro","The Crown: Season 1: Wolferton Splash (Episode 1)"
"00:09:18","2020-12-24 23:11:32","Jose","CR (Costa Rica)","00:18:46","Not latest view","","","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 2: Beryl (Episode 4)"
"00:09:29","2020-12-24 20:34:01","Jose","CR (Costa Rica)","00:09:29","Not latest view","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","The Crown: Season 2: Beryl (Episode 4)"
"00:01:00","2020-12-24 01:13:20","Jose","CR (Costa Rica)","00:01:05","Not latest view","","Autoplayed: user action: None; ","Apple TV 4K","The Crown: Season 2: Beryl (Episode 4)"
"00:31:30","2020-12-24 00:30:23","Jose","CR (Costa Rica)","00:54:16","00:54:16","","","Apple TV 4K","The Crown: Season 2: Lisbon (Episode 3)"
"00:00:16","2020-12-23 23:10:22","Jose","CR (Costa Rica)","00:22:56","Not latest view","","","Apple TV 4K","The Crown: Season 2: Lisbon (Episode 3)"
"00:03:00","2020-12-23 05:32:57","Jose","CR (Costa Rica)","00:03:00","Not latest view","","Autoplayed: user action: None; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: The Day We Almost Died (Episode 11)"
"00:20:57","2020-12-23 05:11:57","Jose","CR (Costa Rica)","00:20:57","00:20:57","","Autoplayed: user action: Unspecified; ","Samsung 2018 Kant-M2 UHD TV Smart TV","Modern Family: Season 6: Haley's 21st Birthday (Episode 10)"
"00:00:03","2020-12-23 05:11:43","Jose","CR (Costa Rica)","00:00:07","00:00:07","","","Samsung 2018 Kant-M2 UHD TV Smart TV","BREAK IT ALL: The History of Rock in Latin America: Limited Series: The Rebellion (Episode 1)"
